timestamp,accel_x,accel_y,accel_z,label
35340,-0.0417,-0.0347,0.4922,loose
35345,0.0332,-0.1064,0.7007,loose
35350,-0.0676,-0.1423,0.2700,loose
35355,-0.1887,-0.3818,0.3555,loose
35360,0.1028,-0.0168,0.5066,loose
35365,0.3401,-0.2410,0.3823,loose
35370,0.0291,-0.1880,0.8279,loose
35375,-0.0785,-0.0785,-0.0785,loose
35380,-0.0837,-0.2375,0.4187,loose
35385,0.0112,-0.0635,0.5010,loose
35390,0.2725,-0.3828,0.2424,loose
35395,0.0601,-0.2913,0.7356,loose
35400,-0.0657,-0.0386,0.3889,loose
35405,-0.1904,-0.6138,0.2986,loose
35410,-0.0547,0.0745,0.5742,loose
35415,0.0098,0.0603,0.6145,loose
35420,0.2051,-0.2129,0.7854,loose
35425,-0.9380,0.1973,0.3203,loose
35430,0.0671,-0.5803,0.0530,loose
35435,-0.1604,-0.0913,0.5178,loose
35440,0.1416,-0.4270,0.3613,loose
35445,0.2019,-0.3181,0.6951,loose
35450,-0.0933,-0.0791,0.5354,loose
35455,-0.1829,-0.4766,0.3452,loose
35460,-0.0947,0.2476,0.8159,loose
35465,0.0000,0.4094,0.9226,loose
35470,0.3364,-0.0742,0.5325,loose
35475,0.4436,0.1589,0.7878,loose
35480,0.0701,0.2161,0.7339,loose
35485,0.0503,-0.1743,0.3796,loose
35490,-0.1060,0.1501,0.5508,loose
35495,0.2935,-0.0859,0.3477,loose
35500,0.1333,-0.5706,-0.2510,loose
35505,-0.2058,-0.2527,-0.0142,loose
35510,-0.3376,-0.3887,0.0022,loose
35515,-0.6414,-0.5623,0.1772,loose
35520,0.2090,-0.3359,0.2971,loose
35525,0.5857,-0.3994,0.3835,loose
35530,0.1606,-0.1846,0.9954,loose
35535,0.0322,-0.0752,0.7437,loose
35540,-0.2559,-0.2834,0.6614,loose
35545,0.0730,0.2200,0.8110,loose
35550,0.0730,0.2200,0.8110,loose
35555,0.0767,0.1667,0.4055,loose
35560,0.1313,0.1108,0.3357,loose
35565,-0.1111,-0.1804,0.3860,loose
35570,-0.0488,0.3823,0.6567,loose
35575,0.2166,-0.0203,0.1963,loose
35580,0.4993,-0.0439,0.7305,loose
35585,-0.0291,0.0815,0.4604,loose
35590,-0.1802,-0.4189,0.3779,loose
35595,-0.2019,0.0688,0.6414,loose
35600,0.2146,-0.1970,0.3293,loose
35605,0.5085,-0.2241,0.6338,loose
35610,-0.0020,-0.5020,-0.5020,loose
35615,-0.0076,-0.2808,0.3152,loose
35620,-0.0535,0.0657,0.4692,loose
35625,-0.0552,0.1760,0.2764,loose
35630,-0.0552,0.1760,0.2764,loose
35635,-0.1113,-0.0686,0.7393,loose
35640,-0.1379,-0.2424,0.3613,loose
35645,-0.1021,-0.2332,0.4646,loose
